LOCATION_CODE,LOCATION_NAME,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,Location 1
K839,M.S. 839,713 CATON AVENUE,991680,175344,307,39,50400,3053210064,BK40,Windsor Terrace                                                            ,MICHAEL PERLBERG,15,K815,COMMUNITY SCHOOL DISTRICT 15,"713 CATON AVENUE
BROOKLYN, NY 11218
(40.647598, -73.973363)"
K035,M.S. 035 Stephen Decatur,272 MACDONOUGH STREET,1002031,187582,303,36,27300,3016740011,BK35,Stuyvesant Heights                                                         ,JACQUELINE CHARLES,16,K816,COMMUNITY SCHOOL DISTRICT 16,"272 MACDONOUGH STREET
BROOKLYN, NY 11233
(40.681528, -73.935891)"
K057,J.H.S. 057 Whitelaw Reid,125 STUYVESANT AVENUE,1003037,191204,303,36,29100,3016160001,BK35,Stuyvesant Heights                                                         ,ANTHONY LETT,16,K816,COMMUNITY SCHOOL DISTRICT 16,"125 STUYVESANT AVENUE
BROOKLYN, NY 11221
(40.691467, -73.932254)"
K267,"M.S. 267 Math, Science & Technology",800 GATES AVENUE,1003090,189930,303,36,29300,3016360001,BK35,Stuyvesant Heights                                                         ,PATRICIA KING,16,K816,COMMUNITY SCHOOL DISTRICT 16,"800 GATES AVENUE
BROOKLYN, NY 11221
(40.68797, -73.932066)"
K308,P.S. 308 Clara Cardwell,616 QUINCY STREET,1002135,190058,303,36,29300,3016300001,BK35,Stuyvesant Heights                                                         ,Sharon Odwin,16,K816,COMMUNITY SCHOOL DISTRICT 16,"616 QUINCY STREET
BROOKLYN, NY 11221
(40.688323, -73.935509)"
K702,Community Partnership Charter School,241 EMERSON PLACE,995028,191129,302,35,19300,3019230001,BK69,Clinton Hill                                                               ,Jubilee Mosley/Nicole Barzey,13,NULL,OFFICE OF CHARTER SCHOOLS,"241 EMERSON PLACE
BROOKLYN, NY 11205
(40.691275, -73.961134)"
K681,Madiba Prep Middle School,1014 LAFAYETTE AVENUE,1003152,191221,303,36,29100,3016160001,BK35,Stuyvesant Heights                                                         ,Anne marie Malcolm,16,K816,COMMUNITY SCHOOL DISTRICT 16,"1014 LAFAYETTE AVENUE
BROOKLYN, NY 11221
(40.6921, -73.9317)"
K002,Parkside Preparatory Academy,655 PARKSIDE AVENUE,997686,178433,309,40,80200,3050500051,BK60,Prospect Lefferts Gardens-Wingate                                          ,ADRIENNE SPENCER,17,K817,COMMUNITY SCHOOL DISTRICT 17,"655 PARKSIDE AVENUE
BROOKLYN, NY 11226
(40.656423, -73.951575)"
K061,M.S. 061 Dr. Gladstone H. Atwell,400 EMPIRE BOULEVARD,998344,181050,309,40,32900,3013160015,BK60,Prospect Lefferts Gardens-Wingate                                          ,Dewana Daids,17,K817,COMMUNITY SCHOOL DISTRICT 17,"400 EMPIRE BOULEVARD
BROOKLYN, NY 11225
(40.663605, -73.949198)"
K138,P.S. 138 Brooklyn,760 PROSPECT PLACE,997687,184816,308,36,31701,3012330026,BK61,Crown Heights North                                                        ,MARIE CHAUVET MONCHIK,17,K817,COMMUNITY SCHOOL DISTRICT 17,"760 PROSPECT PLACE
BROOKLYN, NY 11216
(40.673943, -73.951559)"
K181,P.S. 181 Brooklyn,1023 NEW YORK AVENUE,999267,175444,317,45,85600,3049040010,BK91,East Flatbush-Farragut                                                     ,Victor Esannason,17,K817,COMMUNITY SCHOOL DISTRICT 17,"1023 NEW YORK AVENUE
BROOKLYN, NY 11203
(40.648217, -73.945883)"
K189,P.S. 189 The Bilingual Center,1100 EAST NEW YORK AVENUE,1004936,181646,317,41,89200,3045990001,BK81,Brownsville                                                                ,BERTHE FAUSTIN,17,K817,COMMUNITY SCHOOL DISTRICT 17,"1100 EAST NEW YORK AVENUE
BROOKLYN, NY 11212
(40.665228, -73.925435)"
K246,M.S. 246 Walt Whitman,72 VERONICA PLACE,997159,175492,317,40,79400,3051100025,BK95,Erasmus                                                                    ,BENTLY WARRINGTON,17,K817,COMMUNITY SCHOOL DISTRICT 17,"72 VERONICA PLACE
BROOKLYN, NY 11226
(40.648352, -73.95348)"
K340,I.S. 340,227 STERLING PLACE,992484,185693,308,35,16300,3011640064,BK64,Prospect Heights                                                           ,JEAN WILLIAMS,13,K817,COMMUNITY SCHOOL DISTRICT 17,"227 STERLING PLACE
BROOKLYN, NY 11238
(40.676357, -73.970315)"
K352,Ebbets Field Middle School,46 MCKEEVER PLACE,995490,181629,309,35,32500,3013010001,BK63,Crown Heights South                                                        ,JEANNE ROWE,17,K817,COMMUNITY SCHOOL DISTRICT 17,"46 MCKEEVER PLACE
BROOKLYN, NY 11225
(40.665199, -73.959484)"
K353,Elijah Stroud Middle School,750 CLASSON AVENUE,994952,185085,308,35,21500,3011670018,BK64,Prospect Heights                                                           ,Tricia Delauney,17,K817,COMMUNITY SCHOOL DISTRICT 17,"750 CLASSON AVENUE
BROOKLYN, NY 11238
(40.674685, -73.961418)"
K354,The School of Integrated Learning,1224 PARK PLACE,1001559,184216,308,36,34300,3013700029,BK61,Crown Heights North                                                        ,MONIQUE CAMPBELL,17,K817,COMMUNITY SCHOOL DISTRICT 17,"1224 PARK PLACE
BROOKLYN, NY 11213
(40.67229, -73.937601)"
K382,Academy for College Preparation and Career Explora,911 FLATBUSH AVENUE,996134,175947,314,40,79400,3051030010,BK95,Erasmus                                                                    ,Joan Mosely,17,HS06,NULL,"911 FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.649602, -73.957173)"
K394,M.S. K394,188 ROCHESTER AVENUE,1003968,184371,308,36,34700,3013670022,BK61,Crown Heights North                                                        ,MONIQUE TORAN,17,K817,COMMUNITY SCHOOL DISTRICT 17,"188 ROCHESTER AVENUE
BROOKLYN, NY 11213
(40.67271, -73.928917)"
K484,Ronald Edmonds Learning Center II,430 HOWARD AVENUE,1006415,184524,316,41,36300,3014570032,BK79,Ocean Hill                                                                 ,Michele Luard,23,K817,COMMUNITY SCHOOL DISTRICT 17,"430 HOWARD AVENUE
BROOKLYN, NY 11233
(40.673124, -73.920095)"
K531,"School for Human Rights, The",600 KINGSTON AVENUE,999832,179253,309,40,81000,3048110001,BK60,Prospect Lefferts Gardens-Wingate                                          ,MICHAEL ALEXANDER,17,HS06,NULL,"600 KINGSTON AVENUE
BROOKLYN, NY 11203
(40.658671, -73.943839)"
K543,"Science, Technology and Research Early College Hig",911 FLATBUSH AVENUE,996134,175947,314,40,79400,3051030010,BK95,Erasmus                                                                    ,ERIC BLAKE,17,HS03,NULL,"911 FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.649602, -73.957173)"
K590,Medgar Evers College Preparatory School,1186 CARROLL STREET,997615,182210,309,35,32100,3012890025,BK63,Crown Heights South                                                        ,MICHAEL WILTSHIRE,17,HS03,NULL,"1186 CARROLL STREET
BROOKLYN, NY 11225
(40.66679, -73.951823)"
K722,New Heights Middle School,790 EAST NEW YORK AVENUE,1001919,180501,309,41,87600,3048060001,BK60,Prospect Lefferts Gardens-Wingate                                          ,Ativia Sandusky,17,K817,COMMUNITY SCHOOL DISTRICT 17,"790 EAST NEW YORK AVENUE
BROOKLYN, NY 11203
(40.662092, -73.936313)"
K066,P.S. 66,845 EAST  96 STREET,1010039,175647,318,42,97000,3081290060,BK50,Canarsie                                                                   ,Lucille Jackson,18,K818,COMMUNITY SCHOOL DISTRICT 18,"845 EAST 96 STREET
BROOKLYN, NY 11236
(40.648749, -73.907064)"
K068,I.S. 068 Isaac Bildersee,956 EAST  82 STREET,1008892,170778,318,46,95600,3080180001,BK50,Canarsie                                                                   ,Merve Williams,18,K818,COMMUNITY SCHOOL DISTRICT 18,"956 EAST 82 STREET
BROOKLYN, NY 11236
(40.635388, -73.911215)"
K211,I.S. 211 John Wilson,1001 EAST 100 STREET,1013327,173531,318,46,98800,3082270001,BK50,Canarsie                                                                   ,Carolyn James,18,K818,COMMUNITY SCHOOL DISTRICT 18,"1001 EAST 100 STREET
BROOKLYN, NY 11236
(40.642931, -73.895224)"
K235,P.S. 235 Janice Marie Knight School,525 LENOX ROAD,1000642,178039,317,41,81400,3048440001,BK91,East Flatbush-Farragut                                                     ,Laurence Lord,18,K818,COMMUNITY SCHOOL DISTRICT 18,"525 LENOX ROAD
BROOKLYN, NY 11203
(40.655337, -73.940922)"
K742,Explore Empower Charter School,188 ROCHESTER AVENUE,1003968,184371,308,36,34700,3013670022,BK61,Crown Heights North                                                        ,Christina Cotter,17,NULL,OFFICE OF CHARTER SCHOOLS,"188 ROCHESTER AVENUE
BROOKLYN, NY 11213
(40.67271, -73.928917)"
K285,I.S. 285 Meyer Levin,5909 BEVERLY ROAD,1006232,175304,317,45,93600,3047440001,BK96,Rugby-Remsen Village                                                       ,George Patterson,18,K818,COMMUNITY SCHOOL DISTRICT 18,"5909 BEVERLY ROAD
BROOKLYN, NY 11203
(40.647818, -73.920784)"
K366,The Science And Medicine Middle School,965 EAST 107TH STREET,1014291,175159,318,46,98400,3082150012,BK50,Canarsie                                                                   ,DENNIS HERRING JR,18,K818,COMMUNITY SCHOOL DISTRICT 18,"965 EAST 107TH STREET
BROOKLYN, NY 11236
(40.647396, -73.891743)"
K581,East Flatbush Community Research School,905 WINTHROP STREET,1004020,179408,317,41,88000,3046060025,BK60,Prospect Lefferts Gardens-Wingate                                          ,Daveida Daniel,18,K818,COMMUNITY SCHOOL DISTRICT 18,"905 WINTHROP STREET
BROOKLYN, NY 11203
(40.659088, -73.928744)"
K588,Middle School for Art and Philosophy,1084 LENOX ROAD,1006497,178909,317,41,88600,3046690037,BK96,Rugby-Remsen Village                                                       ,NEIL MCNEILL JR,18,K818,COMMUNITY SCHOOL DISTRICT 18,"1084 LENOX ROAD
BROOKLYN, NY 11212
(40.657712, -73.919818)"
K598,Middle School of Marketing and Legal Studies,905 WINTHROP STREET,1004020,179408,317,41,88000,3046060025,BK60,Prospect Lefferts Gardens-Wingate                                          ,JAMEELA HORTON,18,K818,COMMUNITY SCHOOL DISTRICT 18,"905 WINTHROP STREET
BROOKLYN, NY 11203
(40.659088, -73.928744)"
K763,Brooklyn Science and Engineering Academy,5404 TILDEN AVENUE,1004898,175315,317,45,94600,3047390001,BK96,Rugby-Remsen Village                                                       ,ANGELA DEFILIPPIS,18,K818,COMMUNITY SCHOOL DISTRICT 18,"5404 TILDEN AVENUE
BROOKLYN, NY 11203
(40.647851, -73.925592)"
K333,Explore Exceed Charter School,443 ST MARKS AVENUE,995319,185965,308,35,30500,3011480050,BK61,Crown Heights North                                                        ,Curtis Palmore,17,NULL,OFFICE OF CHARTER SCHOOLS,"443 ST MARKS AVENUE
BROOKLYN, NY 11238
(40.6771, -73.960093)"
K089,P.S. 089 Cypress Hills,265 WARWICK STREET,1015673,186204,305,37,117000,3039520047,BK82,East New York                                                              ,IRENE LEON,19,K819,COMMUNITY SCHOOL DISTRICT 19,"265 WARWICK STREET
BROOKLYN, NY 11207
(40.677707, -73.886712)"
K171,I.S. 171 Abraham Lincoln,528 RIDGEWOOD AVENUE,1020461,189178,305,37,118400,3041340020,BK83,Cypress Hills-City Line                                                    ,Indira Mota,19,K819,COMMUNITY SCHOOL DISTRICT 19,"528 RIDGEWOOD AVENUE
BROOKLYN, NY 11208
(40.685852, -73.869434)"
K355,Williamsburg Collegiate Charter School,157 WILSON STREET,994772,196519,301,33,53500,3021770001,BK72,Williamsburg                                                               ,J.T. Leaird/Maya Roth,14,NULL,OFFICE OF CHARTER SCHOOLS,"157 WILSON STREET
BROOKLYN, NY 11211
(40.706069, -73.962049)"
K218,J.H.S. 218 James P. Sinnott,370 FOUNTAIN AVENUE,1019054,183408,305,42,111800,3042780001,BK82,East New York                                                              ,Lisa ann Hermann,19,K819,COMMUNITY SCHOOL DISTRICT 19,"370 FOUNTAIN AVENUE
BROOKLYN, NY 11208
(40.67002, -73.874537)"
K292,J.H.S. 292 Margaret S. Douglas,301 VERMONT STREET,1013843,183977,305,42,114400,3037400001,BK85,East New York (Pennsylvania Ave)                                           ,Ahmed Edwards,19,K819,COMMUNITY SCHOOL DISTRICT 19,"301 VERMONT STREET
BROOKLYN, NY 11207
(40.671601, -73.893319)"
K364,I.S. 364 Gateway,1426 FREEPORT LOOP,1017241,174731,305,42,105804,3044520040,BK93,Starrett City                                                              ,Nicole Fraser Edmund,19,K819,COMMUNITY SCHOOL DISTRICT 19,"1426 FREEPORT LOOP
BROOKLYN, NY 11239
(40.646211, -73.881115)"
K404,Academy for Young Writers,1065 ELTON STREET,1019192,178761,305,42,107000,3044490001,BK82,East New York                                                              ,AADEN STERN,19,HS05,NULL,"1065 ELTON STREET
BROOKLYN, NY 11208
(40.657266, -73.874064)"
K409,East New York Family Academy,2057 LINDEN BOULEVARD,1015694,180155,305,42,110400,3043280015,BK82,East New York                                                              ,Anthony Yard,19,HS05,NULL,"2057 LINDEN BOULEVARD
BROOKLYN, NY 11207
(40.661104, -73.886664)"
K422,Spring Creek Community School,1065 ELTON STREET,1019192,178761,305,42,107000,3044490001,BK82,East New York                                                              ,Christina Koza,19,HS05,NULL,"1065 ELTON STREET
BROOKLYN, NY 11208
(40.657266, -73.874064)"
K452,Frederick Douglass Academy VIII Middle School,1400 PENNSYLVANIA AVENUE,1016996,174887,305,42,105804,3044520025,BK93,Starrett City                                                              ,Chantal Grandchamps,19,K819,COMMUNITY SCHOOL DISTRICT 19,"1400 PENNSYLVANIA AVENUE
BROOKLYN, NY 11239
(40.64664, -73.881997)"
K654,Van Siclen Community Middle School,800 VAN SICLEN AVE,1015961,179729,305,42,110400,3043490050,BK82,East New York                                                              ,Adonna Mcfarland,19,K819,COMMUNITY SCHOOL DISTRICT 19,"800 VAN SICLEN AVE
BROOKLYN, NY 11207
(40.659934, -73.885704)"
K661,Vista Academy,350 LINWOOD STREET,1016367,185988,305,37,117000,3039690001,BK82,East New York                                                              ,Bernard Addo,19,K819,COMMUNITY SCHOOL DISTRICT 19,"350 LINWOOD STREET
BROOKLYN, NY 11208
(40.677112, -73.884211)"
K662,Liberty Avenue Middle School,350 LINWOOD STREET,1016367,185988,305,37,117000,3039690001,BK82,East New York                                                              ,Kaia Nordtvedt,19,K819,COMMUNITY SCHOOL DISTRICT 19,"350 LINWOOD STREET
BROOKLYN, NY 11208
(40.677112, -73.884211)"
K663,School of the Future Brooklyn,574 DUMONT AVENUE,1012657,181733,305,42,113000,3038020015,BK85,East New York (Pennsylvania Ave)                                           ,Sarah Kaufmann,19,K819,COMMUNITY SCHOOL DISTRICT 19,"574 DUMONT AVENUE
BROOKLYN, NY 11207
(40.665446, -73.897604)"
K678,East New York Middle School of Excellence,605 SHEPHERD AVENUE,1017780,183165,305,42,116400,3040690001,BK82,East New York                                                              ,MALIK SMALL,19,K819,COMMUNITY SCHOOL DISTRICT 19,"605 SHEPHERD AVENUE
BROOKLYN, NY 11208
(40.669358, -73.879131)"
K163,P.S. 163 Bath Beach,109 BAY 14TH STREET,982176,160328,311,43,18000,3063990040,BK27,Bath Beach                                                                 ,Jessica Riccio,20,K820,COMMUNITY SCHOOL DISTRICT 20,"109 BAY 14TH STREET
BROOKLYN, NY 11214
(40.606739, -74.007469)"
K760,Highland Park Community School,528 RIDGEWOOD AVENUE,1020461,189178,305,37,118400,3041340020,BK83,Cypress Hills-City Line                                                    ,Jamilah Seifullah,19,K819,COMMUNITY SCHOOL DISTRICT 19,"528 RIDGEWOOD AVENUE
BROOKLYN, NY 11208
(40.685852, -73.869434)"
K030,P.S./I.S. 30 Mary White Ovington,7002 4TH AVENUE,977441,170105,310,43,6800,3058910048,BK31,Bay Ridge                                                                  ,Carol Heeraman,20,K820,COMMUNITY SCHOOL DISTRICT 20,"7002 4TH AVENUE
BROOKLYN, NY 11209
(40.633598, -74.02395)"
K062,J.H.S. 062 Ditmas,700 CORTELYOU ROAD,992256,171750,312,40,49000,3053910001,BK41,Kensington-Ocean Parkway                                                   ,BARRY KEVORKIAN,20,K820,COMMUNITY SCHOOL DISTRICT 20,"700 CORTELYOU ROAD
BROOKLYN, NY 11218
(40.638087, -73.971153)"
K104,P.S./I.S. 104 The Fort Hamilton School,9115 5 AVENUE,976340,164460,310,43,16000,3060880001,BK31,Bay Ridge                                                                  ,MARIE DIBELLA,20,K820,COMMUNITY SCHOOL DISTRICT 20,"9115 5 AVENUE
BROOKLYN, NY 11209
(40.618077, -74.028492)"
K180,The SEEALL Academy,5601 16 AVENUE,987234,167511,312,44,47000,3054920001,BK88,Borough Park                                                               ,GARY WILLIAMS,20,K820,COMMUNITY SCHOOL DISTRICT 20,"5601 16 AVENUE
BROOKLYN, NY 11204
(40.626454, -73.98925)"
K187,The Christa McAuliffe School\I.S. 187,1171 65 STREET,983172,168048,310,38,21200,3057450029,BK30,Dyker Heights                                                              ,JUSTIN BERMAN,20,K820,COMMUNITY SCHOOL DISTRICT 20,"1171 65 STREET
BROOKLYN, NY 11219
(40.627929, -74.003883)"
K192,P.S. 192 - The Magnet School for Math and Science,4715 18 AVENUE,989929,168366,312,44,47600,3054450001,BK88,Borough Park                                                               ,LISET ISAAC,20,K820,COMMUNITY SCHOOL DISTRICT 20,"4715 18 AVENUE
BROOKLYN, NY 11204
(40.6288, -73.97954)"
K201,J.H.S. 201 The Dyker Heights,8010 12 AVENUE,980433,164811,310,43,16600,3062780022,BK30,Dyker Heights                                                              ,Robert Ciulla,20,K820,COMMUNITY SCHOOL DISTRICT 20,"8010 12 AVENUE
BROOKLYN, NY 11228
(40.619043, -74.013749)"
K220,J.H.S. 220 John J. Pershing,4812 9TH AVENUE,983903,172809,312,38,10800,3007780023,BK34,Sunset Park East                                                           ,SHELDON DEMPSTER,20,K820,COMMUNITY SCHOOL DISTRICT 20,"4812 9TH AVENUE
BROOKLYN, NY 11220
(40.640997, -74.00125)"
K223,J.H.S. 223 The Montauk,4200 16 AVENUE,989128,170661,312,44,23000,3053620021,BK88,Borough Park                                                               ,ANDREW FRANK,20,K820,COMMUNITY SCHOOL DISTRICT 20,"4200 16 AVENUE
BROOKLYN, NY 11204
(40.6351, -73.982424)"
